kabupaten,bulan,tahun,alokasi_urea,distribusi_urea,alokasi_organik,distribusi_organik,alokasi_za,distribusi_za,alokasi_NPK,distribusi_NPK,curah_hujan,suhu,luas_panen_padi,produksi_padi_ton,luas_panen_jagung,produksi_jagung_ton,luas_panen_kedelai,produksi_kedelai_ton
Kota Probolinggo,April,2023,1691,590.8,0,0.0,0.0,0.0,909,285.4,6.72,27.27,10746,54482,109,588,"0,37","0,59"
Kota Probolinggo,Mei,2023,1691,812.2,0,0.0,0.0,0.0,909,413.5,1.45,27.98,6766,34235,125,672,"0,81","1,30"
Kota Probolinggo,Juni,2023,1691,919.5,0,0.0,0.0,0.0,909,472.1,0.53,28.19,6766,34168,158,830,"1,49","2,39"
Kota Probolinggo,Juli,2023,1691,1012.0,0,0.0,0.0,0.0,909,515.6,0.34,27.31,6766,34100,132,694,"2,17","3,63"
Kota Probolinggo,Agustus,2023,1691,1094.3,0,0.0,0.0,0.0,909,556.1,0.05,27.36,6766,34032,113,602,"2,62","4,38"
Kota Probolinggo,September,2023,1691,1255.1,0,0.0,0.0,0.0,909,645.5,0.09,28.02,10746,53944,132,687,"3,55","5,93"
Kota Probolinggo,Oktober,2023,1691,1375.3,0,0.0,0.0,0.0,909,704.9,0.47,29.47,10746,53837,111,585,"2,21","3,69"
Kota Probolinggo,November,2023,1691,1478.1,0,0.0,0.0,0.0,909,766.1,02.03,29.94,8756,43780,94,493,"0,73","1,17"
Kota Probolinggo,Desember,2023,1691,1641.3,0,0.0,0.0,0.0,909,862.4,4.25,29.41,8756,43692,94,504,"0,07","0,12"
Kota Probolinggo,Januari,2024,922,68.5,0,0.0,0.0,0.0,562,34.1,7.4,27.81,8887,45412,119,641,"0,11","0,17"
Kota Probolinggo,Februari,2024,922,150.4,0,0.0,0.0,0.0,562,75.3,11.09,27.42,8887,45323,205,1107,"0,11","0,17"
Kota Probolinggo,Maret,2024,922,195.9,0,0.0,0.0,0.0,562,98.2,9.36,27.52,10907,55516,170,892,"0,16","0,25"
Kota Probolinggo,April,2024,1576,223.9,0,0.0,0.0,0.0,1201,113.9,6.26,28.31,10907,55407,107,578,"0,26","0,41"
Kota Probolinggo,Mei,2024,1576,372.8,0,0.0,0.0,0.0,1201,202.9,0.38,29.12,6867,34815,119,640,"0,56","0,91"
Kota Probolinggo,Juni,2024,1576,471.4,0,0.0,0.0,0.0,1201,269.4,1.35,28.83,6867,34747,149,785,"1,04","1,68"
Kota Probolinggo,Juli,2024,1576,579.8,0,0.0,0.0,0.0,1201,356.1,0.33,27.85,6867,34678,125,657,"1,54","2,59"
Kota Probolinggo,Agustus,2024,1576,680.8,0,0.0,0.0,0.0,1201,438.2,0.46,27.72,6867,34609,104,553,"1,88","3,16"
Kota Probolinggo,September,2024,1576,838.7,0,0.0,0.0,0.0,1201,577.0,1.26,28.72,10907,54862,121,652,"2,53","4,26"
Kota Probolinggo,Oktober,2024,1576,1008.2,0,0.0,0.0,0.0,1201,714.3,0.61,29.6,10907,54753,108,570,"1,55","2,61"
Kota Probolinggo,November,2024,1576,1163.4,0,0.0,0.0,0.0,1201,849.1,07.08,28.58,8887,44523,94,493,"0,51","0,82"
Kota Probolinggo,Desember,2024,1576,1427.8,0,0.0,0.0,0.0,1201,1083.9,13.41,26.83,8887,44435,89,475,"0,05","0,08"
Kota Probolinggo,Januari,2025,1497,87.8,0,0.0,0.0,0.0,1128,73.2,11.3,26.47,9018,46262,131,706,"0,08","0,12"
Kota Probolinggo,Februari,2025,1497,195.4,0,0.0,0.0,0.0,1128,168.1,7.21,26.66,9018,46172,219,1178,"0,07","0,12"
Kota Probolinggo,Maret,2025,1497,269.9,0,0.0,0.0,0.0,1128,230.9,9.16,26.92,11068,56557,172,934,"0,11","0,17"
Kota Probolinggo,April,2025,1497,333.0,0,0.0,0.0,0.0,1128,287.9,4.31,27.66,11068,56446,113,607,"0,17","0,27"
Kota Probolinggo,Mei,2025,1497,468.3,0,0.0,0.0,0.0,1128,421.8,6.21,27.51,6968,35467,128,690,"0,38","0,60"
Kota Probolinggo,Juni,2025,1497,588.3,0,0.0,0.0,0.0,1128,538.4,2.99,27.65,6968,35397,159,839,"0,71","1,12"
Kota Probolinggo,Juli,2025,1538,698.7,0,0.0,0.0,0.0,1148,651.1,0.45,27.12,6968,35327,134,702,"1,06","1,75"
Kota Probolinggo,Agustus,2025,1538,794.6,0,0.0,0.0,0.0,1148,755.4,0.82,27.27,6968,35258,114,608,"1,29","2,12"
Kota Probolinggo,September,2025,1538,953.0,0,0.0,0.0,0.0,1448,927.9,0.88,28.07,11068,55893,130,699,"1,71","2,82"
Kota Probolinggo,Oktober,2025,1538,1104.8,0,0.0,0.0,0.0,1448,1092.8,04.08,28.28,11068,55782,112,590,"1,03","1,71"
Kota Probolinggo,November,2025,1538,1280.34,0,0.0,0.0,0.0,1448,1283.48,8.22,27.16,9018,45360,100,526,"0,34","0,54"
Kota Probolinggo,Desember,2025,1538,1475.63,0,0.0,0.0,0.0,1448,1440.25,6.62,27.38,9018,45270,95,506,"0,03","0,05"
Kota Surabaya,Januari,2023,521,0.0,0,0.0,0.0,0.0,359,0.0,8.22,26.68,9548,53277,63,336,"0,03","0,05"
Kota Surabaya,Februari,2023,521,40.0,0,0.0,0.0,0.0,359,3.8,12.93,26.23,9548,53182,110,594,"0,03","0,05"
Kota Surabaya,Maret,2023,521,152.0,0,0.0,0.0,0.0,359,75.0,8.83,26.79,11718,65152,89,468,"0,05","0,07"
Kota Surabaya,April,2023,521,176.0,0,0.0,0.0,0.0,359,108.8,8.11,27.31,11718,65034,58,304,"0,08","0,13"
Kota Surabaya,Mei,2023,521,208.0,0,0.0,0.0,0.0,359,124.8,2.45,27.95,7378,40874,64,332,"0,18","0,28"
Kota Surabaya,Juni,2023,521,248.0,0,0.0,0.0,0.0,359,140.8,0.11,28.34,7378,40800,79,419,"0,33","0,50"
Kota Surabaya,Juli,2023,521,296.0,0,0.0,0.0,0.0,359,164.8,0.93,27.48,7378,40726,63,330,"0,45","0,73"
Kota Surabaya,Agustus,2023,521,320.0,0,0.0,0.0,0.0,359,180.8,0.04,27.52,7378,40652,55,289,"0,53","0,86"
Kota Surabaya,September,2023,521,351.7,0,0.0,0.0,0.0,359,212.8,0.0,28.04,11718,64449,65,346,"0,73","1,17"
Kota Surabaya,Oktober,2023,521,399.6,0,0.0,0.0,0.0,359,228.8,0.13,29.52,11718,64331,57,298,"0,47","0,76"
Kota Surabaya,November,2023,521,424.0,0,0.0,0.0,0.0,359,252.8,1.87,29.7,9548,52323,48,250,"0,16","0,25"
Kota Surabaya,Desember,2023,521,478.5,0,0.0,0.0,0.0,359,304.5,5.66,28.5,9548,52227,48,255,"0,02","0,03"
Kota Surabaya,Januari,2024,250,0.0,0,0.0,0.0,0.0,124,0.0,10.95,27.4,9691,54172,62,332,"0,02","0,04"
Kota Surabaya,Februari,2024,250,0.0,0,0.0,0.0,0.0,124,0.0,13.5,27.11,9691,54075,105,567,"0,02","0,04"
Kota Surabaya,Maret,2024,250,0.0,0,0.0,0.0,0.0,124,0.0,7.72,27.45,11893,66362,83,440,"0,04","0,06"
Kota Surabaya,April,2024,426,0.0,0,0.0,0.0,0.0,265,0.0,7.51,28.06,11893,66125,55,286,"0,06","0,10"
Kota Surabaya,Mei,2024,426,35.8,0,0.0,0.0,0.0,265,13.6,0.18,29.07,7488,41558,61,321,"0,14","0,21"
Kota Surabaya,Juni,2024,426,75.9,0,0.0,0.0,0.0,265,35.5,1.13,28.48,7488,41483,76,402,"0,24","0,38"
Kota Surabaya,Juli,2024,426,112.7,0,0.0,0.0,0.0,265,48.8,0.24,27.77,7488,41483,60,317,"0,34","0,56"
Kota Surabaya,Agustus,2024,426,136.7,0,0.0,0.0,0.0,265,63.4,0.12,27.9,7488,41333,54,286,"0,41","0,66"
Kota Surabaya,September,2024,426,136.7,0,0.0,0.0,0.0,265,63.4,0.38,28.91,11893,65530,63,333,"0,56","0,90"
Kota Surabaya,Oktober,2024,426,203.1,0,0.0,0.0,0.0,265,109.0,0.63,29.81,11893,65411,53,278,"0,36","0,58"
Kota Surabaya,November,2024,426,224.9,0,0.0,0.0,0.0,265,132.1,9.48,28.42,9691,53300,46,239,"0,12","0,19"
Kota Surabaya,Desember,2024,426,358.0,0,0.0,0.0,0.0,240,226.8,13.74,27.15,9691,53106,46,244,"0,01","0,02"
Kota Surabaya,Januari,2025,430,17.7,0,0.0,0.0,0.0,422,13.2,12.2,26.65,9834,55168,63,339,"0,02","0,02"
Kota Surabaya,Februari,2025,430,17.7,0,0.0,0.0,0.0,422,13.2,9.89,26.91,9834,55070,111,597,"0,02","0,02"
Kota Surabaya,Maret,2025,430,160.8,0,0.0,0.0,0.0,422,13.2,8.48,27.46,12069,67465,92,483,"0,02","0,04"
Kota Surabaya,April,2025,430,63.4,0,0.0,0.0,0.0,422,51.4,4.11,27.75,12069,67345,55,295,"0,04","0,06"
Kota Surabaya,Mei,2025,430,92.6,0,0.0,0.0,0.0,422,74.6,8.85,27.73,7599,42326,63,340,"0,09","0,14"
Kota Surabaya,Juni,2025,430,140.5,0,0.0,0.0,0.0,422,111.0,2.47,28.12,7599,42250,80,424,"0,17","0,25"
Kota Surabaya,Juli,2025,405,140.5,0,0.0,0.0,0.0,300,111.0,0.34,28.01,7599,42174,67,354,"0,24","0,38"
Kota Surabaya,Agustus,2025,405,164.1,0,0.0,0.0,0.0,300,134.1,1.1,28.19,7599,42098,59,310,"0,28","0,45"
Kota Surabaya,September,2025,333,180.4,0,0.0,0.0,0.0,300,144.2,0.85,29.18,12069,66741,66,352,"0,38","0,60"
Kota Surabaya,Oktober,2025,333,209.8,0,0.0,0.0,0.0,285,174.5,3.85,29.15,12069,66620,57,301,"0,24","0,38"
Kota Surabaya,November,2025,333,264.7,0,0.0,0.0,0.0,285,238.9,12.76,27.35,9834,54185,51,266,"0,08","0,12"
Kota Surabaya,Desember,2025,333,332.85,0,0.0,0.0,0.0,285,279.3,8.33,27.65,9834,54087,48,256,"0,01","0,01"
Lamongan,Januari,2023,63465,4359.9,0,0.0,0.0,0.0,34499,2344.5,10.45,26.42,6974,41425,2962,18925,"20,93","34,88"
Lamongan,Februari,2023,63465,12977.5,0,0.0,0.0,0.0,34499,7007.1,13.95,25.99,6974,41355,5383,34290,"21,39","35,64"
Lamongan,Maret,2023,63465,19872.1,0,0.0,0.0,0.0,34499,10507.4,10.47,26.55,8559,50669,4129,25889,"33,03","56,04"
Lamongan,April,2023,63465,24228.4,0,0.0,0.0,0.0,34499,12826.6,6.96,27.07,8559,50583,2698,16806,"56,91","96,55"
Lamongan,Mei,2023,63465,31858.7,0,0.0,0.0,0.0,34499,16767.2,2.61,27.78,5389,31795,3067,19228,"124,59","211,37"
Lamongan,Juni,2023,63465,37310.2,0,0.0,0.0,0.0,34499,19590.9,0.93,28.44,5389,31741,3869,24296,"218,10","369,99"
Lamongan,Juli,2023,63465,41275.7,0,0.0,0.0,0.0,34499,21466.1,1.43,27.33,5389,31687,3057,19136,"301,65","532,85"
Lamongan,Agustus,2023,63465,43291.3,0,0.0,0.0,0.0,34499,22645.9,0.14,27.91,5389,31633,2584,16306,"358,46","633,20"
Lamongan,September,2023,63465,47359.4,0,0.0,0.0,0.0,34499,24743.6,0.85,28.6,8559,50155,3152,19637,"501,68","886,20"
Lamongan,Oktober,2023,63465,53453.9,0,0.0,0.0,0.0,34499,28240.4,0.33,30.03,8559,50070,2681,16809,"330,25","583,38"
Lamongan,November,2023,63465,58258.5,0,0.0,0.0,0.0,34499,31451.0,4.88,29.37,6974,40728,2312,14404,"113,16","191,98"
Lamongan,Desember,2023,63465,62261.4,0,0.0,0.0,0.0,34499,33786.6,9.12,28.12,6974,40658,2327,14708,"11,37","18,96"
Lamongan,Januari,2024,42736,1023.4,0,0.0,0.0,0.0,24903,570.6,12.64,27.22,7078,42114,2895,18499,"15,47","25,94"
Lamongan,Februari,2024,42736,4596.2,0,0.0,0.0,0.0,24903,2490.2,15.35,27.04,7078,42043,5085,32442,"15,90","26,66"
Lamongan,Maret,2024,42736,8952.1,0,0.0,0.0,0.0,24903,4846.3,11.01,27.26,8687,51513,4081,25590,"24,35","41,55"
Lamongan,April,2024,73087,14397.8,6652,0.0,0.0,0.0,53255,7824.2,8.44,27.66,8687,51427,2510,15640,"41,35","70,57"
Lamongan,Mei,2024,73087,22974.0,6652,0.0,0.0,0.0,53255,13009.0,1.27,28.65,5469,32321,2933,18390,"89,84","153,31"
Lamongan,Juni,2024,73087,30328.3,6652,0.0,0.0,0.0,53255,17975.7,2.14,27.99,5469,32267,3673,23066,"158,19","269,95"
Lamongan,Juli,2024,73087,36045.0,6652,0.0,0.0,0.0,53255,22640.1,0.53,27.83,5469,32212,2902,18165,"222,16","394,66"
Lamongan,Agustus,2024,73087,40237.8,6652,0.0,0.0,0.0,53255,26488.8,0.15,28.52,5469,32157,2523,15947,"266,64","473,68"
Lamongan,September,2024,73087,45915.1,6652,282.29,0.0,0.0,53255,32024.2,1.51,29.16,8687,50992,3001,18698,"371,34","659,68"
Lamongan,Oktober,2024,75192,54022.0,15630,914.85,0.0,0.0,54755,39292.1,2.1,29.81,8687,50905,2616,16428,"240,94","428,02"
Lamongan,November,2024,75192,62786.7,15630,1617.62,0.0,0.0,54755,46633.8,9.83,28.06,7078,41406,2184,13626,"81,67","139,36"
Lamongan,Desember,2024,75192,69532.4,15632,1962.28,0.0,0.0,54755,52494.6,20.43,26.78,7078,41335,2198,13916,"8,23","13,79"
Lamongan,Januari,2025,72128,1530.1,22213,407.27,0.0,0.0,53519,1182.6,17.51,26.29,7183,42882,2997,19183,"10,96","18,04"
Lamongan,Februari,2025,72128,0.0,0,0.0,0.0,0.0,53519,0.0,14.3,26.39,7183,42810,5419,34576,"11,19","18,43"
Lamongan,Maret,2025,72128,10688.9,0,0.0,0.0,0.0,53519,8189.4,15.26,26.97,8815,52449,4274,26839,"16,88","28,30"
Lamongan,April,2025,72128,17901.8,22213,6235.09,0.0,0.0,53519,13864.9,8.76,26.94,8815,52361,2717,17419,"28,38","47,58"
Lamongan,Mei,2025,72128,25578.5,22213,8316.66,0.0,0.0,53519,19960.3,9.65,26.85,5550,32911,3160,19812,"61,87","103,72"
Lamongan,Juni,2025,72128,29761.3,22213,9203.25,0.0,0.0,53519,23312.1,2.44,26.82,5550,32856,3922,24669,"110,47","185,20"
Lamongan,Juli,2025,72128,36168.5,22213,10368.5,0.0,0.0,53519,28427.0,1.35,26.62,5550,32800,3103,19426,"156,90","274,03"
Lamongan,Agustus,2025,72128,40458.8,22213,11146.98,0.0,0.0,53519,32196.3,1.18,27.01,5550,32745,2779,17561,"188,02","328,38"
Lamongan,September,2025,72128,45523.8,22213,12193.36,1799.0,0.0,53919,36600.3,1.59,27.93,8815,51920,3219,20057,"258,30","451,11"
Lamongan,Oktober,2025,72128,52220.6,22213,13587.02,1799.0,77.26,53919,42640.0,5.55,28.23,8815,51832,2714,17044,"165,48","289,00"
Lamongan,November,2025,74828,62043.57,22213,15385.73,236.0,134.36,55919,50494.34,11.14,27.15,7183,42164,2327,14519,"56,10","94,05"
Lamongan,Desember,2025,74878,72916.04,22269,16739.18,236.27,213.96,58730,58512.65,11.28,27.01,7183,42092,2343,14831,"5,72","9,42"
Lumajang,Januari,2023,27521,3745.8,0,0.0,0.0,0.0,18596,2296.7,6.7,25.57,3806,22607,1352,7623,"6,20","10,54"
Lumajang,Februari,2023,27521,6221.4,0,0.0,0.0,0.0,18596,4256.6,9.8,25.21,3806,22569,2316,13086,"6,22","10,57"
Lumajang,Maret,2023,27521,8347.5,0,0.0,0.0,0.0,18596,5826.2,6.39,25.84,4671,27652,1887,10754,"9,50","16,42"
Lumajang,April,2023,27521,10842.8,0,0.0,0.0,0.0,18596,7439.9,9.77,25.81,4671,27605,1162,6575,"16,43","28,40"
Lumajang,Mei,2023,27521,14300.8,0,0.0,0.0,0.0,18596,9662.2,5.13,25.57,2941,17351,1312,7515,"36,52","63,12"
Lumajang,Juni,2023,27521,15959.3,0,0.0,0.0,0.0,18596,10562.9,3.52,25.32,2941,17322,1638,9419,"64,97","112,31"
Lumajang,Juli,2023,27521,17718.7,0,0.0,0.0,0.0,18596,11642.9,6.99,24.06,2941,17293,1294,7416,"90,41","162,62"
Lumajang,Agustus,2023,27521,19824.9,0,0.0,0.0,0.0,18596,12938.2,2.83,23.88,2941,17263,1142,6569,"106,29","191,18"
Lumajang,September,2023,27521,21720.8,0,0.0,0.0,0.0,18596,14215.5,4.32,24.27,4671,27372,1323,7529,"146,04","262,67"
Lumajang,Oktober,2023,27521,23252.3,0,0.0,0.0,0.0,18596,15400.5,3.11,26.13,4671,27325,1186,6770,"95,06","170,98"
Lumajang,November,2023,27521,24752.1,0,0.0,0.0,0.0,18596,16641.7,3.97,26.63,3806,22227,1025,5835,"32,67","56,48"
Lumajang,Desember,2023,27521,25987.1,0,0.0,0.0,0.0,18596,17581.7,6.63,26.43,3806,22188,1002,5613,"3,33","5,66"
Lumajang,Januari,2024,17806,1251.2,0,0.0,0.0,0.0,13661,804.9,11.03,26.25,3863,22984,1321,7463,"4,56","7,79"
Lumajang,Februari,2024,17806,3728.5,0,0.0,0.0,0.0,13661,2414.6,10.12,26.24,3863,22946,2194,12398,"4,60","7,86"
Lumajang,Maret,2024,17806,5304.3,0,0.0,0.0,0.0,13661,3574.2,9.0,26.44,4741,28114,1757,10032,"6,97","12,12"
Lumajang,April,2024,30444,6508.7,3397,0.0,0.0,0.0,29207,4408.3,12.63,26.3,4741,28066,1148,6510,"11,88","20,65"
Lumajang,Mei,2024,30444,8940.1,3397,0.0,0.0,0.0,29207,6189.6,4.18,25.85,2985,17641,1256,7199,"26,20","45,55"
Lumajang,Juni,2024,30444,11727.8,3397,0.0,0.0,0.0,29207,9299.3,3.27,25.42,2985,17611,1555,8957,"46,89","81,52"
Lumajang,Juli,2024,30444,14428.3,3397,0.0,0.0,0.0,29207,13152.4,2.31,24.48,2985,17581,1307,7488,"66,24","119,80"
Lumajang,Agustus,2024,30444,16724.2,3397,0.0,0.0,0.0,29207,16532.7,2.8,24.33,2985,17551,1119,6434,"78,65","142,25"
Lumajang,September,2024,30444,18956.3,3397,35.29,0.0,0.0,29207,19920.6,3.65,25.31,4741,27829,1260,7181,"107,56","194,53"
Lumajang,Oktober,2024,31384,21308.0,3029,269.13,0.0,0.0,29207,23354.1,4.67,25.87,4741,27782,1094,6244,"69,00","124,79"
Lumajang,November,2024,31384,23586.8,3029,435.14,0.0,0.0,29207,26607.5,15.15,26.18,3863,22598,972,5531,"23,45","40,77"
Lumajang,Desember,2024,31384,26093.5,3029,508.61,0.0,0.0,29207,28428.2,9.75,25.72,3863,22559,950,5318,"2,40","4,10"
Lumajang,Januari,2025,28877,2490.2,3491,510.13,0.0,0.0,27253,2519.7,8.68,25.43,3920,23402,1318,7683,"3,02","5,07"
Lumajang,Februari,2025,28877,4561.7,0,0.0,0.0,0.0,27253,4785.4,8.39,25.94,3920,23363,2459,13920,"3,03","5,09"
Lumajang,Maret,2025,28877,6298.1,0,0.0,0.0,0.0,27253,6573.7,7.38,26.11,4811,28625,1828,10437,"4,52","7,72"
Lumajang,April,2025,28877,7991.4,3491,1963.62,0.0,0.0,27279,8293.1,04.06,25.98,4811,28577,1195,6776,"7,62","13,03"
Lumajang,Mei,2025,28877,10307.3,3491,2416.13,0.0,0.0,27279,10653.0,9.63,25.82,3029,17961,1343,7698,"16,88","28,84"
Lumajang,Juni,2025,28877,12248.0,3491,2711.78,0.0,0.0,27279,12695.1,3.54,25.25,3029,17931,1650,9503,"30,64","52,35"
Lumajang,Juli,2025,28877,14456.8,8991,2968.12,0.0,0.0,29459,15288.3,3.75,24.38,3029,17901,1384,7946,"43,76","77,84"
Lumajang,Agustus,2025,28877,16429.5,8991,3296.25,0.0,0.0,29459,17789.9,06.01,24.79,3029,17871,1151,6620,"51,89","92,30"
Lumajang,September,2025,28877,18948.9,8991,3779.84,6269.0,6.36,29959,21053.9,07.06,25.07,4811,28336,1341,7643,"70,01","124,52"
Lumajang,Oktober,2025,28877,21568.5,8991,4211.34,6269.0,102.09,29459,24876.4,9.99,25.72,4811,28288,1195,6825,"44,33","78,85"
Lumajang,November,2025,29877,24440.93,8991,4569.57,569.0,200.64,29459,28361.07,11.06,25.56,3920,23010,1028,5849,"15,07","25,75"
Lumajang,Desember,2025,29927,27260.59,8991,4755.81,569.34,288.39,30880,30513.23,7.25,25.93,3920,22971,1065,5972,"1,56","2,62"
Madiun,Januari,2023,25134,1827.3,0,0.0,0.0,0.0,11259,913.3,5.22,26.29,5984,31954,1183,6682,"5,02","7,40"
Madiun,Februari,2023,25134,3985.9,0,0.0,0.0,0.0,11259,1903.1,15.35,25.35,5984,31894,2123,12080,"4,94","7,29"
Madiun,Maret,2023,25134,5717.5,0,0.0,0.0,0.0,11259,2680.2,9.22,26.2,7344,39070,1691,9603,"7,22","10,86"
Madiun,April,2023,25134,8020.3,0,0.0,0.0,0.0,11259,3730.4,5.93,26.86,7344,38996,1041,5871,"12,08","18,17"
Madiun,Mei,2023,25134,11222.7,0,0.0,0.0,0.0,11259,5393.8,3.11,27.15,4624,24507,1216,6844,"26,86","40,40"
Madiun,Juni,2023,25134,12767.9,0,0.0,0.0,0.0,11259,6112.6,2.99,27.81,4624,24460,1499,8605,"49,38","74,27"
Madiun,Juli,2023,25134,15767.3,0,0.0,0.0,0.0,11259,7577.5,0.85,26.93,4624,24414,1187,6776,"71,22","112,09"
Madiun,Agustus,2023,25134,17778.7,0,0.0,0.0,0.0,11259,8390.9,0.03,27.03,4624,24368,1063,6115,"85,31","134,28"
Madiun,September,2023,25134,19291.5,0,0.0,0.0,0.0,11259,8982.5,0.05,27.94,7344,38629,1183,6718,"114,99","180,99"
Madiun,Oktober,2023,25134,20841.2,0,0.0,0.0,0.0,11259,9585.9,0.2,30.46,7344,38556,1040,5937,"71,77","112,96"
Madiun,November,2023,25134,22904.6,0,0.0,0.0,0.0,11259,10350.1,2.18,30.08,5984,31356,886,5074,"24,01","36,11"
Madiun,Desember,2023,25134,24467.4,0,0.0,0.0,0.0,11259,10925.9,4.27,28.84,5984,31296,919,5183,"2,46","3,62"
Madiun,Januari,2024,13828,1720.3,0,0.0,0.0,0.0,7201,930.0,9.32,27.23,6073,32490,1162,6577,"3,62","5,38"
Madiun,Februari,2024,13828,3124.9,0,0.0,0.0,0.0,7201,1660.8,10.27,26.87,6073,32429,2022,11503,"3,59","5,33"
Madiun,Maret,2024,13828,4233.9,0,0.0,0.0,0.0,7201,2299.2,7.54,27.28,7454,39729,1582,9000,"5,20","7,87"
Madiun,April,2024,23636,5901.1,15844,0.0,0.0,0.0,15398,3235.7,6.38,27.69,7454,39655,1034,5842,"8,57","12,97"
Madiun,Mei,2024,23636,9605.7,15844,0.0,0.0,0.0,15398,5141.9,1.89,28.65,4693,24919,1170,6589,"18,90","28,61"
Madiun,Juni,2024,23636,12378.7,15844,0.0,0.0,0.0,15398,6501.7,01.09,28.46,4693,24872,1433,8223,"34,98","52,95"
Madiun,Juli,2024,23636,14205.9,15844,0.0,0.0,0.0,15398,7944.3,0.45,27.49,4693,24825,1132,6475,"51,20","81,10"
Madiun,Agustus,2024,23636,16696.1,15844,0.0,0.0,0.0,15398,10127.8,0.13,27.61,4693,24779,984,5668,"61,91","98,07"
Madiun,September,2024,23636,19769.6,15844,1122.67,0.0,0.0,15398,12532.5,3.55,28.48,7454,39282,1131,6438,"83,10","131,63"
Madiun,Oktober,2024,25512,21360.8,15844,2088.47,0.0,0.0,16898,13849.9,2.33,29.41,7454,39208,1021,5842,"51,12","80,97"
Madiun,November,2024,25512,23192.0,15844,3196.55,0.0,0.0,16898,15370.9,10.44,27.63,6073,31883,843,4831,"16,90","25,59"
Madiun,Desember,2024,25662,25282.1,15844,3930.58,0.0,0.0,16898,16854.7,10.77,26.27,6073,31822,873,4935,"1,73","2,57"
Madiun,Januari,2025,23440,2872.1,6264,1433.02,0.0,0.0,15395,2369.4,8.45,25.88,6163,33095,1279,7238,"2,38","3,46"
Madiun,Februari,2025,23440,0.0,0,0.0,0.0,0.0,15395,4779.3,7.11,26.37,6163,33033,2149,12252,"2,34","3,41"
Madiun,Maret,2025,23440,6855.6,0,0.0,0.0,0.0,15395,5948.6,10.22,26.37,7564,40467,1657,9430,"3,34","4,96"
Madiun,April,2025,23440,8770.4,6264,4240.4,0.0,0.0,15437,7538.7,6.24,27.01,7564,40391,1084,6124,"5,45","8,09"
Madiun,Mei,2025,23440,12215.6,6264,5063.03,0.0,0.0,15437,10183.0,12.1,26.35,4762,25381,1258,7095,"12,07","17,91"
Madiun,Juni,2025,23440,14097.8,6264,5444.77,0.0,0.0,15437,11575.0,3.27,26.66,4762,25333,1531,8788,"22,66","33,63"
Madiun,Juli,2025,27838,15749.1,13348,5756.08,0.0,0.0,21696,12870.1,0.71,26.58,4762,25286,1210,6919,"33,52","52,09"
Madiun,Agustus,2025,27838,18289.3,13348,7002.83,0.0,0.0,21696,15186.8,2.62,26.77,4762,25238,1083,6240,"40,47","62,89"
Madiun,September,2025,27838,21418.3,13348,8892.4,0.0,0.0,22696,18329.5,1.93,27.65,7564,40013,1213,6902,"53,62","83,32"
Madiun,Oktober,2025,27838,22993.6,14285,9819.71,1000.0,0.0,24196,19980.1,5.28,28.21,7564,39937,1059,6055,"32,56","50,59"
Madiun,November,2025,27838,25386.07,14285,11374.2,10.0,8.25,25596,22799.24,9.78,26.77,6163,32479,896,5144,"10,76","15,97"
Madiun,Desember,2025,27840,27113.85,14285,12483.08,9.78,9.27,25596,25301.16,4.63,27.07,6163,32417,930,5257,"1,12","1,63"
Magetan,Januari,2023,18208,85.7,0,0.0,0.0,0.0,11214,41.4,31.2,24.16,6182,33753,1830,10980,"5,13","7,74"
Magetan,Februari,2023,18208,1312.0,0,0.0,0.0,0.0,11214,621.9,51.34,23.58,6182,33691,3103,18584,"5,04","7,61"
Magetan,Maret,2023,18208,3388.1,0,0.0,0.0,0.0,11214,1617.6,25.19,24.46,7587,41273,2487,14896,"7,43","11,43"
Magetan,April,2023,18208,5409.7,0,0.0,0.0,0.0,11214,2583.0,17.68,24.78,7587,41197,1625,9667,"12,60","19,39"
Magetan,Mei,2023,18208,6522.1,0,0.0,0.0,0.0,11214,3159.3,2.47,25.08,4777,25891,1759,10571,"28,21","43,40"
Magetan,Juni,2023,18208,7906.8,0,0.0,0.0,0.0,11214,4167.4,1.63,25.65,4777,25843,2250,13319,"51,64","79,44"
Magetan,Juli,2023,18208,10366.2,0,0.0,0.0,0.0,11214,5832.7,01.07,24.75,4777,25795,1888,11137,"73,65","118,45"
Magetan,Agustus,2023,18208,11291.7,0,0.0,0.0,0.0,11214,6429.7,0.03,25.15,4777,25748,1599,9465,"87,27","140,35"
Magetan,September,2023,18208,11917.1,0,0.0,0.0,0.0,11214,6897.8,0.04,25.75,7587,40818,1855,10946,"117,45","188,91"
Magetan,Oktober,2023,18208,13429.4,0,0.0,0.0,0.0,11214,7993.4,0.54,28.16,7587,40742,1658,9751,"73,99","118,99"
Magetan,November,2023,18208,15793.4,0,0.0,0.0,0.0,11214,9532.8,2.81,27.8,6182,33135,1377,8290,"25,05","38,54"
Magetan,Desember,2023,18208,17204.7,0,0.0,0.0,0.0,11214,10400.3,3.82,27.06,6182,33073,1342,7974,"2,58","3,89"
Magetan,Januari,2024,12619,0.0,0,0.0,0.0,0.0,8900,0.0,21.68,25.44,6274,34318,1690,10142,"3,62","5,50"
Magetan,Februari,2024,12619,203.7,0,0.0,0.0,0.0,8900,112.0,30.54,25.12,6274,34256,3128,18735,"3,58","5,44"
